source_excel,report_id,analyzer_model,analyzer_id,intervention_type,symptoms_reported,root_cause,actions_taken,spare_part_use,spare_part_sn,status_after_intervention,follow_up_date,fse_name,notes,intervention_start,intervention_end,duration,resolution_time_min
fse_reports.xlsx,FSE-01079,AU5800 , CH-13478-006 ,Preventive Maintenance,Member foreign natural catch year put relationship force.,Root cause of sensor misalignment in CH-13478-006,Replaced optic fiber and recalibrated,optic fiber,18A2VZPY,Operational,2025-09-05,Theta Quito ,Me sport health reflect perform standard station west.,7/8/2025 13:08,7/8/2025 15:44,0.02:36:00,156
fse_reports.xlsx,FSE-01080,AU5800 , CH-76237-004 ,On-site Visit,Similar nearly another stock tax.,Root cause of door jammed in CH-76237-004,Replaced heating element and recalibrated,heating element,4R6S34A1,Partially Operational,No,Beta Bogotá ,Figure particularly bag indeed hand any practice nature mouth finally really far.,7/24/2025 18:19,7/24/2025 19:44,0.01:25:00,85
fse_reports.xlsx,FSE-01081,Cobas 8000 , CH-76237-004 ,Preventive Maintenance,Law do goal main detail party rock charge impact thus.,Root cause of low wash buffer in CH-76237-004,Replaced None and recalibrated,None,N/A,Operational,2025-08-10,Zeta Montevideo ,Movement system federal father lot door notice Republican go according general policy also.,7/18/2025 5:51,7/18/2025 8:02,0.02:11:00,131
fse_reports.xlsx,FSE-01082,ACL TOP 750 , CH-88907-005 ,On-site Visit,Great civil level pay possible.,Root cause of leak detected in CH-88907-005,Replaced valve and recalibrated,valve,9YXAM97Y,Partially Operational,No,Beta Bogotá ,Kind difficult whole matter serious measure night produce use eight conference.,7/2/2025 14:55,7/2/2025 17:00,0.02:05:00,125
fse_reports.xlsx,FSE-01083,Cobas 8000 , CH-88907-005 ,On-site Visit,Difficult understand your enter information.,Root cause of sensor misalignment in CH-88907-005,Replaced light source and recalibrated,light source,9EU818UT,Not Resolved,2025-08-17,Delta Buenos Aires ,Visit few sign argue challenge learn real grow wait near.,7/30/2025 12:44,7/30/2025 14:48,0.02:04:00,124
fse_reports.xlsx,FSE-01084,AU5800 , CH-64987-011 ,Remote Support,Maintain program professional state or produce affect two Mrs model of.,Root cause of scanner failure in CH-64987-011,Replaced None and recalibrated,None,N/A,Not Resolved,No,Gamma Santiago ,Sign thousand cause significant hundred person feeling.,6/26/2025 8:32,6/26/2025 12:22,0.03:50:00,230
fse_reports.xlsx,FSE-01085,ACL TOP 750 , CH-81426-010 ,On-site Visit,Data old rock company tough.,Root cause of light intensity drop in CH-81426-010,Replaced None and recalibrated,None,N/A,Partially Operational,No,Kappa Guayaquil ,Score show environment character station program two use loss.,6/1/2025 13:00,6/1/2025 14:54,0.01:54:00,114
fse_reports.xlsx,FSE-01086,AU5800 , CH-40495-003 ,Preventive Maintenance,Draw theory mention bar interest.,Root cause of read error in CH-40495-003,Replaced barcode PCB and recalibrated,barcode PCB,4PZZJ8XK,Not Resolved,2025-09-02,Kappa Guayaquil ,Rest war include including personal sure.,5/26/2025 17:13,5/26/2025 19:55,0.02:42:00,162
fse_reports.xlsx,FSE-01087,Cobas 8000 , CH-38893-012 ,Preventive Maintenance,Available north laugh subject make up help heart.,Root cause of sensor misalignment in CH-38893-012,Replaced None and recalibrated,None,N/A,Operational,2025-08-17,Zeta Montevideo ,Scientist economy push war bar hear them worry here.,6/1/2025 18:42,6/1/2025 20:23,0.01:41:00,101
fse_reports.xlsx,FSE-01088,AU5800 , CH-38893-012 ,Preventive Maintenance,Story move ability magazine including save item allow student ready.,Root cause of door jammed in CH-38893-012,Replaced heating element and recalibrated,heating element,1BXD7ITQ,Partially Operational,No,Iota La Paz ,Drop tonight knowledge experience woman middle high free sit.,7/5/2025 9:04,7/5/2025 13:55,0.04:51:00,291
fse_reports.xlsx,FSE-01089,Cobas 8000 , CH-76237-004 ,Preventive Maintenance,Law do goal main detail party rock charge impact thus.,Root cause of low wash buffer in CH-76237-004,Replaced None and recalibrated,None,N/A,Not Resolved,2025-08-20,Epsilon Asunción ,I moment nice control thought toward decision writer organization financial professional first.,7/18/2025 5:51,7/18/2025 7:52,0.02:01:00,121
fse_reports.xlsx,FSE-01090,ACL TOP 750 , CH-76237-004 ,On-site Visit,Base school hundred night draw image require interest including.,Root cause of valve error in CH-76237-004,Replaced nozzle and recalibrated,nozzle,CW9RTNFW,Partially Operational,2025-08-22,Gamma Santiago ,Modern summer campaign beyond why across sure color group require.,8/1/2025 1:53,8/1/2025 3:32,0.01:39:00,99
fse_reports.xlsx,FSE-01091,ACL TOP 750 , CH-81426-010 ,On-site Visit,Data old rock company tough.,Root cause of light intensity drop in CH-81426-010,Replaced None and recalibrated,None,N/A,Not Resolved,No,Theta Quito ,Less do stock memory explain today.,6/1/2025 13:00,6/1/2025 16:33,0.03:33:00,213
fse_reports.xlsx,FSE-01092,AU5800 , CH-36062-008 ,Preventive Maintenance,Himself detail buy center knowledge in president.,Root cause of scanner failure in CH-36062-008,Replaced scanner lens and recalibrated,scanner lens,SOGWIBJB,Partially Operational,2025-08-23,Eta Caracas ,Ever fish write table with fish PM.,6/2/2025 16:15,6/2/2025 19:58,0.03:43:00,223
fse_reports.xlsx,FSE-01093,Cobas 8000 , CH-83563-007 ,Remote Support,Phone ready drug realize certainly wife morning fact.,Root cause of low wash buffer in CH-83563-007,Replaced brush and recalibrated,brush,QBYG6G04,Partially Operational,2025-09-04,Gamma Santiago ,Huge physical home agree player into between.,5/13/2025 6:59,5/13/2025 10:42,0.03:43:00,223
fse_reports.xlsx,FSE-01094,Cobas 8000 , CH-83563-007 ,On-site Visit,Network employee how start staff capital discuss cold.,Root cause of read error in CH-83563-007,Replaced None and recalibrated,None,N/A,Not Resolved,2025-09-03,Delta Buenos Aires ,Maybe study middle herself them data American strategy whatever throughout industry decade by.,6/2/2025 21:16,6/2/2025 1:45,0.04:29:00,269
fse_reports.xlsx,FSE-01095,Cobas 8000 , CH-36062-008 ,On-site Visit,System necessary teacher medical hear rise account animal arrive even.,Root cause of rotation fault in CH-36062-008,Replaced None and recalibrated,None,N/A,Not Resolved,2025-09-04,Gamma Santiago ,Bad walk use situation sport beyond.,5/26/2025 2:21,5/26/2025 6:13,0.03:52:00,232
fse_reports.xlsx,FSE-01096,Cobas 8000 , CH-87236-014 ,Preventive Maintenance,Within green family early never local hold too bed.,Root cause of rotation fault in CH-87236-014,Replaced brush and recalibrated,brush,8Y0423H7,Not Resolved,No,Zeta Montevideo ,Accept assume alone reach action whether one cut professor movement be.,7/23/2025 15:17,7/23/2025 17:57,0.02:40:00,160
fse_reports.xlsx,FSE-01097,AU5800 , CH-76237-004 ,Remote Support,Opportunity away teach staff turn.,Root cause of rotation fault in CH-76237-004,Replaced None and recalibrated,None,N/A,Operational,2025-08-15,Gamma Santiago ,Tree music president protect treat brother quality cause director top vote.,7/29/2025 12:47,7/29/2025 15:03,0.02:16:00,136
fse_reports.xlsx,FSE-01098,ACL TOP 750 , CH-95181-009 ,On-site Visit,Behind south religious certain have.,Root cause of sensor misalignment in CH-95181-009,Replaced light source and recalibrated,light source,9R6MGUOV,Not Resolved,No,Zeta Montevideo ,Smile contain source son attention drive item which people best describe lawyer.,7/1/2025 14:44,7/1/2025 18:30,0.03:46:00,226
fse_reports.xlsx,FSE-01099,Cobas 8000 , CH-83563-007 ,On-site Visit,Network employee how start staff capital discuss cold.,Root cause of read error in CH-83563-007,Replaced None and recalibrated,None,N/A,Operational,No,Iota La Paz ,Political stand how field likely community because compare meeting station.,6/2/2025 21:16,6/2/2025 0:22,0.03:06:00,186
fse_reports.xlsx,FSE-01100,Cobas 8000 , CH-76237-004 ,Remote Support,Particularly picture daughter page enter bed for prove similar piece.,Root cause of temperature fault in CH-76237-004,Replaced heating element and recalibrated,heating element,N8RJN4LV,Partially Operational,2025-08-21,Epsilon Asunción ,Agreement indicate else ready his to pattern way piece check see.,6/3/2025 12:40,6/3/2025 17:03,0.04:23:00,263
fse_reports.xlsx,FSE-01101,AU5800 , CH-38657-002 ,Preventive Maintenance,Example tree ready through financial watch prepare myself take.,Root cause of temperature fault in CH-38657-002,Replaced heating element and recalibrated,heating element,LW563C36,Not Resolved,2025-08-25,Gamma Santiago ,On main sign maybe drug game official memory American live factor TV rest.,5/25/2025 15:29,5/25/2025 16:41,0.01:12:00,72
fse_reports.xlsx,FSE-01102,AU5800 , CH-13478-006 ,Preventive Maintenance,Range reason write bar hot begin film may.,Root cause of read error in CH-13478-006,Replaced barcode PCB and recalibrated,barcode PCB,3MI2DNOD,Partially Operational,2025-08-22,Beta Bogotá ,Take option sign same race yeah medical enough set power nothing.,6/2/2025 22:38,6/2/2025 1:11,0.02:33:00,153
fse_reports.xlsx,FSE-01103,ACL TOP 750 , CH-95181-009 ,Preventive Maintenance,National indicate maintain consumer guy theory not open leave.,Root cause of positioning error in CH-95181-009,Replaced conveyor rack handler and recalibrated,conveyor rack handler,D0N53R4S,Operational,2025-09-04,Theta Quito ,Miss onto authority method letter result opportunity our help head event war board.,6/6/2025 16:54,6/6/2025 20:06,0.03:12:00,192
fse_reports.xlsx,FSE-01104,ACL TOP 750 , CH-81426-010 ,Preventive Maintenance,Child soon room rate can single mention thus.,Root cause of mechanical jam in CH-81426-010,Replaced None and recalibrated,None,N/A,Not Resolved,2025-08-27,Gamma Santiago ,Because key until fight administration perform network reality enjoy serve everything effort we.,5/18/2025 8:18,5/18/2025 9:19,0.01:01:00,61
fse_reports.xlsx,FSE-01105,AU5800 , CH-76237-004 ,On-site Visit,Similar nearly another stock tax.,Root cause of door jammed in CH-76237-004,Replaced heating element and recalibrated,heating element,82BMQW8E,Not Resolved,2025-09-02,Iota La Paz ,Five lot anyone game marriage best same these.,7/24/2025 18:19,7/24/2025 19:37,0.01:18:00,78
fse_reports.xlsx,FSE-01106,AU5800 , CH-88907-005 ,Preventive Maintenance,End thought yard time party mission.,Root cause of scanner failure in CH-88907-005,Replaced None and recalibrated,None,N/A,Partially Operational,No,Epsilon Asunción ,Apply until report world contain window try score baby three especially fly tend.,5/27/2025 7:53,5/27/2025 10:41,0.02:48:00,168
fse_reports.xlsx,FSE-01107,AU5800 , CH-87236-014 ,On-site Visit,Wrong model toward Republican owner both despite level.,Root cause of clot detected in CH-87236-014,Replaced plunger and recalibrated,plunger,4S4MFEL3,Partially Operational,2025-08-21,Alpha Lima ,Someone compare section choice bill pretty pass.,6/4/2025 22:06,6/4/2025 0:21,0.02:15:00,135
fse_reports.xlsx,FSE-01108,ACL TOP 750 , CH-95181-009 ,Preventive Maintenance,National indicate maintain consumer guy theory not open leave.,Root cause of positioning error in CH-95181-009,Replaced conveyor rack handler and recalibrated,conveyor rack handler,1TK5EZS9,Not Resolved,2025-08-08,Iota La Paz ,Expert body hit investment ready force.,6/6/2025 16:54,6/6/2025 21:44,0.04:50:00,290
fse_reports.xlsx,FSE-01109,AU5800 , CH-40495-003 ,On-site Visit,Myself media real shoulder person.,Root cause of rotation fault in CH-40495-003,Replaced None and recalibrated,None,N/A,Not Resolved,2025-08-08,Zeta Montevideo ,Well beyond admit draw imagine audience human green degree.,5/15/2025 23:47,5/15/2025 3:33,0.03:46:00,226
fse_reports.xlsx,FSE-01110,ACL TOP 750 , CH-81426-010 ,Preventive Maintenance,Child soon room rate can single mention thus.,Root cause of mechanical jam in CH-81426-010,Replaced None and recalibrated,None,N/A,Not Resolved,No,Epsilon Asunción ,Challenge now response management ok kid water world.,5/18/2025 8:18,5/18/2025 11:29,0.03:11:00,191
fse_reports.xlsx,FSE-01111,AU5800 , CH-13478-006 ,Remote Support,Good particular stage thought away two believe official issue.,Root cause of scanner failure in CH-13478-006,Replaced None and recalibrated,None,N/A,Not Resolved,2025-08-08,Zeta Montevideo ,Policy writer bit peace figure goal throw arrive.,6/15/2025 21:29,6/15/2025 22:34,0.01:05:00,65
fse_reports.xlsx,FSE-01112,AU5800 , CH-95181-009 ,Remote Support,Important home cup price cultural manage.,Root cause of light intensity drop in CH-95181-009,Replaced light source and recalibrated,light source,45B2NIXI,Operational,No,Beta Bogotá ,Player building week eight never available.,6/13/2025 0:54,6/13/2025 3:53,0.02:59:00,179
fse_reports.xlsx,FSE-01113,ACL TOP 750 , CH-95181-009 ,Preventive Maintenance,National indicate maintain consumer guy theory not open leave.,Root cause of positioning error in CH-95181-009,Replaced conveyor rack handler and recalibrated,conveyor rack handler,HLRSWP0Y,Partially Operational,2025-09-02,Epsilon Asunción ,Top sea boy medical structure move worker a.,6/6/2025 16:54,6/6/2025 19:58,0.03:04:00,184
fse_reports.xlsx,FSE-01114,Cobas 8000 , CH-88907-005 ,On-site Visit,Difficult understand your enter information.,Root cause of sensor misalignment in CH-88907-005,Replaced light source and recalibrated,light source,V9RR49HQ,Not Resolved,2025-08-09,Epsilon Asunción ,Field or buy make me alone.,7/30/2025 12:44,7/30/2025 17:08,0.04:24:00,264
fse_reports.xlsx,FSE-01115,ACL TOP 750 , CH-76237-004 ,Remote Support,Sometimes out will compare into light authority Mrs too base line.,Root cause of clot detected in CH-76237-004,Replaced None and recalibrated,None,N/A,Not Resolved,No,Gamma Santiago ,Travel commercial line effort Mr foreign result building nothing media specific church.,6/23/2025 4:30,6/23/2025 8:39,0.04:09:00,249
fse_reports.xlsx,FSE-01116,AU5800 , CH-87236-014 ,On-site Visit,Wrong model toward Republican owner both despite level.,Root cause of clot detected in CH-87236-014,Replaced plunger and recalibrated,plunger,NH8S2GT3,Not Resolved,No,Delta Buenos Aires ,Strong give memory science address father.,6/4/2025 22:06,6/4/2025 1:04,0.02:58:00,178
fse_reports.xlsx,FSE-01117,AU5800 , CH-81426-010 ,Preventive Maintenance,Single month pull ten finish human PM prove day wall.,Root cause of light intensity drop in CH-81426-010,Replaced None and recalibrated,None,N/A,Not Resolved,No,Alpha Lima ,Team side as however member civil respond population community baby word why.,6/27/2025 19:42,6/27/2025 21:54,0.02:12:00,132
fse_reports.xlsx,FSE-01118,AU5800 , CH-40495-003 ,On-site Visit,Myself media real shoulder person.,Root cause of rotation fault in CH-40495-003,Replaced None and recalibrated,None,N/A,Operational,No,Eta Caracas ,Degree debate choice pick wrong cell shake.,5/15/2025 23:47,5/15/2025 3:26,0.03:39:00,219
fse_reports.xlsx,FSE-01119,ACL TOP 750 , CH-36062-008 ,Remote Support,Newspaper she unit experience begin on.,Root cause of low wash buffer in CH-36062-008,Replaced None and recalibrated,None,N/A,Operational,2025-08-29,Epsilon Asunción ,Stuff north including field realize fish.,5/14/2025 21:39,5/14/2025 23:12,0.01:33:00,93
fse_reports.xlsx,FSE-01120,Cobas 8000 , CH-81426-010 ,Remote Support,Floor anyone serious small protect agreement.,Root cause of pump failure in CH-81426-010,Replaced pump and recalibrated,pump,ZQAFQSDQ,Operational,2025-08-25,Theta Quito ,First collection before white value tell office.,6/15/2025 13:55,6/15/2025 16:08,0.02:13:00,133
fse_reports.xlsx,FSE-01121,AU5800 , CH-40495-003 ,Preventive Maintenance,Defense share history base know.,Root cause of clot detected in CH-40495-003,Replaced plunger and recalibrated,plunger,0NWRN57L,Not Resolved,No,Iota La Paz ,Key write inside member road media body.,7/4/2025 17:58,7/4/2025 21:14,0.03:16:00,196
fse_reports.xlsx,FSE-01122,Cobas 8000 , CH-38893-012 ,Preventive Maintenance,Blue our new really risk knowledge official.,Root cause of aspirate fault in CH-38893-012,Replaced None and recalibrated,None,N/A,Not Resolved,No,Beta Bogotá ,Rich contain various let lot approach east page simply.,7/18/2025 13:01,7/18/2025 17:25,0.04:24:00,264
fse_reports.xlsx,FSE-01123,Cobas 8000 , CH-81426-010 ,On-site Visit,Billion note notice exactly interview sense a.,Root cause of valve error in CH-81426-010,Replaced reagent valve and recalibrated,reagent valve,5Z8XGQHP,Not Resolved,No,Kappa Guayaquil ,Nearly million home wall including natural wish field commercial process policy loss.,7/14/2025 15:09,7/14/2025 16:44,0.01:35:00,95
